,EmpNumber,Gender_Female,Gender_Male,EducationBackground_Human Resources,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Data Science,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Business Analyst,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Non-Travel,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_No,OverTime_Yes,Attrition_No,Attrition_Yes,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,NumCompaniesWorked,TotalWorkExperienceInYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager
96,E1001179,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,53,23,4,4,72,3,4,4,18,3,3,12,9,6,33,0,3,8
97,E1001180,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,43,1,3,4,33,3,2,4,13,2,2,5,2,4,12,2,2,2
98,E1001181,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,47,2,2,3,35,3,2,4,22,1,3,7,6,0,8,2,7,7
99,E1001182,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,37,19,2,1,32,3,3,2,13,4,3,10,0,1,10,2,0,9
100,E1001183,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,50,2,4,1,98,3,4,1,11,4,3,31,6,1,31,3,14,7
101,E1001187,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,39,2,3,4,42,2,2,4,11,3,3,5,4,8,13,2,0,4
102,E1001188,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,33,3,2,4,57,3,1,2,11,3,4,4,3,3,7,4,0,3
103,E1001189,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,32,25,4,1,87,3,1,4,24,3,1,1,0,1,1,2,0,1
104,E1001191,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,44,9,2,2,61,3,1,1,13,4,3,8,7,1,8,0,7,1
105,E1001196,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,58,2,1,4,57,2,1,4,14,4,2,1,0,9,3,3,0,0
106,E1001200,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,20,2,3,3,49,2,1,3,13,4,2,2,2,1,2,3,0,2
107,E1001201,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,21,18,1,4,65,3,1,4,19,1,2,1,0,1,1,3,0,0
108,E1001202,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,36,14,1,3,68,3,2,4,17,1,2,16,8,0,17,2,4,11
109,E1001203,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,47,2,4,4,65,2,1,4,18,1,2,3,2,1,3,3,1,2
110,E1001204,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,22,3,1,2,34,3,2,3,19,1,4,3,2,0,4,3,0,2
111,E1001208,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,28,9,3,3,77,3,1,3,18,2,3,2,2,5,6,2,2,2
112,E1001210,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,39,6,3,4,70,3,1,1,21,4,1,2,2,7,8,2,2,2
113,E1001211,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,27,4,3,2,76,3,1,3,19,3,3,1,1,1,1,2,0,0
114,E1001212,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,34,10,3,2,83,3,1,2,14,2,3,1,0,1,1,3,1,0
115,E1001214,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,42,14,2,3,68,2,2,3,17,1,3,5,4,7,10,6,0,3
116,E1001217,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,33,1,4,3,100,2,1,1,11,2,3,3,2,3,6,1,0,2
117,E1001218,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,58,5,3,3,37,2,3,2,13,4,3,6,0,2,24,3,0,4
118,E1001219,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,31,7,4,2,41,2,1,3,15,2,4,7,7,3,13,2,5,2
119,E1001220,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,35,21,1,4,51,3,2,4,25,4,1,10,6,1,10,2,0,7
120,E1001223,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,48,20,4,4,51,3,1,3,17,1,2,0,0,4,13,2,0,0
121,E1001225,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,31,20,2,4,45,3,2,3,13,4,2,9,8,1,9,2,0,0
122,E1001227,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,7,4,2,65,3,1,4,18,3,3,6,2,2,8,6,0,1
123,E1001228,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,38,1,3,4,80,3,3,1,13,2,3,15,12,1,15,3,5,11
124,E1001229,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,32,1,3,3,70,2,1,2,20,3,3,3,0,6,5,3,0,2
125,E1001230,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,25,19,2,3,36,2,1,2,18,3,3,1,0,1,1,2,0,0
126,E1001235,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,41,6,3,4,59,3,1,1,13,3,3,18,13,2,20,3,2,17
127,E1001236,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,2,4,3,79,3,1,3,21,3,3,11,8,4,16,6,3,9
128,E1001237,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,19,21,3,4,37,2,1,2,13,2,4,1,0,1,1,3,0,0
129,E1001238,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20,4,3,1,84,3,1,1,19,2,3,1,0,1,1,2,0,0
130,E1001239,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,31,12,3,4,41,3,2,4,11,3,1,9,7,0,10,2,8,5
131,E1001245,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,36,3,1,3,51,2,3,4,11,1,3,16,7,1,16,6,3,7
132,E1001248,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,37,1,4,1,46,2,3,3,11,3,1,14,1,5,17,2,11,7
133,E1001250,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,45,4,2,3,57,3,2,2,12,2,2,9,7,1,9,5,0,8
134,E1001252,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,29,20,3,3,84,3,1,4,15,2,3,3,1,1,3,5,0,2
135,E1001253,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,35,18,3,3,86,3,2,3,16,2,3,5,2,1,5,3,1,0
136,E1001254,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,52,1,2,4,70,3,4,4,15,2,2,9,8,2,26,2,7,8
137,E1001259,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,53,2,2,3,45,3,4,3,13,3,4,17,13,6,22,3,15,2
138,E1001260,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,30,8,2,3,62,3,3,3,11,1,4,8,4,5,10,2,7,7
139,E1001262,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,35,3,4,4,92,3,3,4,13,2,3,10,9,6,12,2,0,8
140,E1001263,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,39,2,5,1,41,4,3,3,18,4,3,8,7,0,9,3,0,7
141,E1001264,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,40,24,3,2,100,4,4,2,16,4,2,1,0,4,22,2,0,0
142,E1001265,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,47,16,4,3,64,4,2,3,19,3,4,19,10,1,20,3,2,7
143,E1001268,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,36,8,4,1,84,3,2,4,13,4,3,7,7,4,12,3,0,7
144,E1001269,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,31,9,2,3,46,2,1,1,22,1,3,3,2,0,4,0,1,2
145,E1001270,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,33,17,3,4,38,3,4,3,11,4,3,10,8,1,10,2,6,0
146,E1001272,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,29,10,3,4,92,2,1,1,20,3,3,0,0,6,3,5,0,0
147,E1001273,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,33,13,1,2,53,3,1,4,18,1,3,3,2,3,5,4,0,2
148,E1001274,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,45,1,4,4,91,3,1,4,14,4,3,5,3,3,8,2,0,2
149,E1001275,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,50,1,2,4,66,3,4,4,22,3,2,5,4,9,32,1,1,3
150,E1001276,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,33,1,4,3,84,4,2,2,13,1,3,6,5,1,6,2,1,2
151,E1001277,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,41,9,3,1,64,3,5,3,17,2,4,18,16,2,21,2,0,11
152,E1001280,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,45,23,2,4,42,3,2,1,15,3,3,9,8,1,9,2,0,8
153,E1001281,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,47,4,2,4,83,3,2,4,17,3,3,9,0,1,9,0,0,7
154,E1001282,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,30,22,3,1,48,3,1,3,11,2,3,5,2,4,7,2,0,1
155,E1001283,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50,24,3,4,95,3,4,3,18,4,3,12,11,3,22,2,1,5
156,E1001284,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,38,10,1,3,66,3,1,3,17,2,2,2,1,0,3,0,0,2
157,E1001288,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,35,14,4,3,39,2,1,2,24,4,1,4,2,1,5,2,0,2
158,E1001289,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,31,1,1,3,96,3,2,1,12,3,3,4,3,1,4,1,0,3
159,E1001290,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,18,5,2,2,73,3,1,4,15,4,3,0,0,1,0,2,0,0
160,E1001291,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,54,17,3,3,56,3,3,3,11,3,3,10,7,8,22,2,0,8
161,E1001292,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,35,25,4,3,57,3,3,3,11,3,2,16,10,1,16,3,10,1
162,E1001293,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,30,8,2,2,73,4,3,1,12,3,2,8,7,0,9,4,1,7
163,E1001296,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,26,2,2,4,32,4,2,4,12,2,3,8,7,1,8,2,1,3
164,E1001297,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,22,8,1,2,94,1,1,1,15,1,2,4,3,1,4,3,1,1
165,E1001300,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,48,6,3,1,97,2,2,3,13,4,3,2,2,2,19,0,2,2
166,E1001302,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,48,4,4,3,78,2,3,3,14,2,3,15,11,7,27,3,4,8
167,E1001303,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,41,7,2,4,42,3,2,3,14,2,3,2,2,6,8,6,2,1
168,E1001304,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,39,1,1,4,65,2,4,4,16,3,3,21,6,1,21,3,11,8
169,E1001305,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,27,2,4,1,47,3,2,4,18,2,3,3,2,0,4,2,2,2
170,E1001306,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,35,10,3,2,45,3,1,4,20,1,2,3,2,1,3,4,1,2
171,E1001307,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,42,5,2,4,90,3,5,3,13,2,4,1,0,6,21,3,0,0
172,E1001308,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,50,9,3,1,64,3,1,4,18,2,3,1,0,4,8,5,0,0
173,E1001310,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,59,2,3,3,69,2,4,4,13,1,3,5,3,3,30,4,4,3
174,E1001312,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,55,18,4,3,62,3,2,2,14,4,3,8,7,3,17,3,6,7
175,E1001313,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,41,7,1,2,55,1,5,3,22,2,3,21,16,1,21,3,5,10
176,E1001314,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,38,3,4,2,42,3,2,4,12,3,3,1,0,8,19,1,0,0
177,E1001315,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,26,29,2,2,79,1,2,1,18,4,3,2,2,8,7,6,2,2
178,E1001316,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,52,2,1,1,57,1,5,4,15,4,3,32,14,1,33,3,6,9
179,E1001317,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,44,28,3,4,53,4,4,4,18,3,3,12,11,3,23,2,11,11
180,E1001318,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,50,1,3,4,95,3,2,3,12,1,3,18,7,0,19,3,0,13
181,E1001321,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,39,22,3,4,82,3,3,1,13,3,3,21,6,1,21,2,2,8
182,E1001322,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,33,8,1,2,88,2,1,4,19,4,2,2,2,0,3,2,2,2
183,E1001323,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,45,11,2,4,90,3,4,4,13,2,4,9,3,3,26,4,1,1
184,E1001324,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,32,29,4,4,69,3,1,3,12,2,3,8,7,9,10,2,7,7
185,E1001325,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,34,1,4,2,75,4,2,4,11,4,2,15,1,0,16,2,0,9
186,E1001326,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,59,1,2,2,66,3,3,4,14,3,1,6,4,3,14,1,0,4
187,E1001327,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,45,24,4,2,36,3,1,2,16,1,3,6,3,1,6,3,0,4
188,E1001330,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,36,15,3,1,81,3,2,3,14,2,2,1,0,7,9,3,0,0
189,E1001331,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,26,2,3,1,57,3,1,1,14,2,3,3,2,6,6,2,1,2
190,E1001334,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,28,10,1,4,74,3,1,2,22,2,3,1,0,1,1,5,0,0
191,E1001338,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,38,3,4,3,44,3,1,3,16,1,3,2,2,3,8,2,2,2
192,E1001339,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,50,2,4,2,62,3,5,3,11,4,2,8,1,2,29,2,7,7
193,E1001340,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,37,3,3,4,35,3,2,2,15,1,2,4,3,3,8,3,0,1
194,E1001344,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,40,26,3,3,74,3,2,1,14,2,2,7,7,1,8,3,7,5
195,E1001346,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,26,1,1,1,66,2,1,3,13,3,3,5,3,1,5,5,1,3
196,E1001348,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,54,2,4,3,41,2,3,3,11,2,3,9,4,6,13,4,7,0
197,E1001349,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,56,9,3,1,63,3,1,3,19,2,3,5,4,2,18,4,0,3
